id,satisfaction_v2,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
11166,satisfied,Female,Loyal Customer,36,Personal Travel,Eco,1406,4,4,5,4,5,5,5,4,4,4,4,3,4,3,7,5.0
14377,satisfied,Female,Loyal Customer,52,Business travel,Business,823,5,5,5,5,4,5,5,5,5,5,5,3,5,4,33,34.0
117668,neutral or dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,2623,2,4,2,2,2,2,2,2,4,5,2,5,3,2,1,3.0
42177,satisfied,Female,Loyal Customer,31,Business travel,Business,5122,3,3,3,3,3,3,3,3,3,4,5,2,2,3,0,0.0
127774,satisfied,Male,Loyal Customer,36,Personal Travel,Eco Plus,1827,5,4,5,1,5,5,5,5,5,5,2,2,3,5,0,0.0
35338,neutral or dissatisfied,Male,Loyal Customer,57,Business travel,Eco,2089,4,4,4,4,4,4,4,4,3,2,4,1,4,4,0,0.0
102835,neutral or dissatisfied,Female,disloyal Customer,36,Business travel,Business,1609,3,3,3,3,1,3,1,1,4,4,5,5,4,1,0,0.0
94929,satisfied,Male,Loyal Customer,40,Business travel,Eco,1631,5,1,5,1,5,5,5,5,4,1,5,2,2,5,0,0.0
60478,satisfied,Male,Loyal Customer,51,Business travel,Business,883,5,5,4,5,3,5,5,4,4,4,4,4,4,5,0,0.0
100059,neutral or dissatisfied,Male,Loyal Customer,22,Personal Travel,Eco,2040,4,3,4,3,4,5,5,4,3,3,3,5,1,5,182,169.0
48428,satisfied,Male,Loyal Customer,44,Business travel,Eco,2242,2,1,1,1,2,2,2,2,2,5,2,4,1,2,0,12.0
127416,neutral or dissatisfied,Female,Loyal Customer,51,Personal Travel,Eco,908,4,3,4,3,5,4,3,5,5,4,5,2,5,2,0,0.0
61870,satisfied,Male,disloyal Customer,19,Business travel,Business,2354,4,0,4,3,2,4,2,2,3,4,3,4,5,2,78,56.0
15377,neutral or dissatisfied,Female,Loyal Customer,40,Business travel,Business,3649,4,1,1,1,5,3,3,4,4,3,4,3,4,4,0,0.0
42840,satisfied,Female,Loyal Customer,23,Business travel,Business,2462,4,4,4,4,4,4,4,4,1,2,3,2,4,4,0,4.0
18104,satisfied,Female,Loyal Customer,44,Personal Travel,Eco,637,3,3,3,3,3,3,3,3,5,3,4,3,4,3,5,0.0
67725,neutral or dissatisfied,Female,Loyal Customer,25,Business travel,Business,3498,2,3,3,3,2,2,2,2,4,1,4,4,3,2,34,37.0
61316,satisfied,Female,Loyal Customer,26,Business travel,Business,2129,5,5,4,5,4,4,4,4,5,5,4,4,4,4,2,0.0
79654,neutral or dissatisfied,Female,Loyal Customer,29,Business travel,Business,2711,2,5,5,5,2,2,2,2,3,4,4,1,3,2,0,8.0
51856,neutral or dissatisfied,Female,disloyal Customer,15,Business travel,Eco,1945,1,1,1,4,3,1,2,3,1,2,4,4,3,3,2,6.0
124579,satisfied,Male,Loyal Customer,55,Business travel,Business,544,3,3,3,3,4,5,4,4,4,4,4,5,4,4,0,0.0
112024,neutral or dissatisfied,Male,Loyal Customer,48,Business travel,Eco,2353,1,1,3,1,1,1,1,1,2,3,3,1,3,1,6,7.0
59793,neutral or dissatisfied,Male,Loyal Customer,39,Business travel,Eco Plus,2593,4,4,4,4,4,4,4,4,4,5,3,1,4,4,0,0.0
121099,satisfied,Male,Loyal Customer,48,Business travel,Business,1576,2,2,2,2,4,4,5,4,4,4,4,5,4,5,0,3.0
39511,neutral or dissatisfied,Male,Loyal Customer,35,Business travel,Business,1068,3,3,2,3,5,3,3,3,3,3,3,4,3,4,0,0.0
1393,neutral or dissatisfied,Male,Loyal Customer,10,Personal Travel,Eco Plus,742,3,4,3,3,3,3,3,3,3,1,3,2,3,3,33,23.0
11519,neutral or dissatisfied,Male,Loyal Customer,51,Personal Travel,Eco Plus,1908,3,3,3,4,1,3,1,1,2,4,4,1,4,1,17,27.0
98526,neutral or dissatisfied,Male,Loyal Customer,10,Personal Travel,Eco,2321,4,4,4,3,1,4,1,1,5,3,5,5,4,1,19,15.0
128009,satisfied,Female,Loyal Customer,66,Personal Travel,Eco,1511,5,2,2,2,4,5,3,5,5,5,5,2,5,5,0,0.0
68519,neutral or dissatisfied,Male,Loyal Customer,41,Personal Travel,Eco,2112,2,4,2,1,3,2,3,3,5,4,4,3,5,3,0,0.0
64258,satisfied,Female,Loyal Customer,52,Business travel,Business,1684,2,3,2,2,3,4,5,5,5,5,5,3,5,5,0,0.0
80276,neutral or dissatisfied,Female,disloyal Customer,22,Business travel,Eco,2679,2,1,1,3,5,1,5,5,4,2,5,3,5,5,27,44.0
26444,neutral or dissatisfied,Male,Loyal Customer,25,Business travel,Business,4007,3,2,2,2,3,3,3,3,4,2,4,2,4,3,48,46.0
4939,satisfied,Female,Loyal Customer,58,Personal Travel,Eco,293,3,3,3,3,2,4,5,5,5,5,5,4,5,3,13,34.0
97946,neutral or dissatisfied,Male,Loyal Customer,49,Business travel,Business,494,1,2,2,2,5,3,3,1,1,1,1,3,1,1,6,3.0
68715,neutral or dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco,1249,3,4,3,3,1,3,1,1,5,2,5,5,5,1,0,0.0
103134,satisfied,Female,Loyal Customer,51,Business travel,Business,691,2,2,2,2,4,4,5,5,5,5,5,5,5,3,0,0.0
53087,satisfied,Female,Loyal Customer,41,Personal Travel,Eco,3799,4,4,4,4,1,5,5,4,4,4,4,2,4,3,0,0.0
13343,neutral or dissatisfied,Male,disloyal Customer,24,Business travel,Eco,2048,2,2,2,3,1,2,1,1,3,5,4,1,3,1,0,0.0
50060,satisfied,Female,disloyal Customer,21,Business travel,Eco,1763,4,3,4,2,3,4,1,3,4,2,5,4,3,3,0,0.0
49672,satisfied,Male,Loyal Customer,57,Business travel,Business,342,5,5,5,5,5,2,3,4,4,4,4,1,4,4,0,0.0
51884,satisfied,Male,Loyal Customer,58,Business travel,Business,1983,3,3,3,3,5,3,2,4,4,4,4,5,4,4,0,0.0
9084,satisfied,Female,Loyal Customer,15,Personal Travel,Eco,1745,2,2,2,2,5,4,4,4,4,4,4,3,4,3,0,0.0
48903,satisfied,Female,disloyal Customer,22,Business travel,Eco,1209,4,5,4,5,1,4,1,1,3,2,4,1,3,1,12,7.0
60313,neutral or dissatisfied,Male,Loyal Customer,36,Personal Travel,Eco Plus,1969,1,5,1,1,2,1,2,2,3,2,4,3,5,2,5,9.0
15146,neutral or dissatisfied,Female,disloyal Customer,22,Business travel,Eco,1939,1,1,1,3,3,1,3,3,3,5,3,4,4,3,0,0.0
40434,satisfied,Male,Loyal Customer,44,Business travel,Business,3431,2,2,3,2,2,2,4,5,5,5,5,5,5,4,70,
43921,neutral or dissatisfied,Male,Loyal Customer,32,Personal Travel,Eco,1257,1,5,0,3,2,0,2,2,3,5,4,4,4,2,0,0.0
125391,satisfied,Female,disloyal Customer,22,Business travel,Eco,2958,4,4,4,3,1,4,1,1,3,2,5,3,5,1,0,0.0
125564,neutral or dissatisfied,Male,Loyal Customer,41,Personal Travel,Eco,1692,1,5,0,5,3,0,3,3,4,3,5,3,4,3,0,0.0
46566,neutral or dissatisfied,Male,disloyal Customer,25,Business travel,Eco,1833,2,3,3,4,1,3,1,1,4,2,4,5,1,1,0,0.0
93275,neutral or dissatisfied,Male,Loyal Customer,31,Business travel,Eco,2202,1,3,1,3,1,1,1,1,3,4,4,2,4,1,0,0.0
53654,satisfied,Female,Loyal Customer,42,Business travel,Business,2631,1,1,1,1,3,5,4,4,4,5,4,4,4,5,0,0.0
96984,satisfied,Female,Loyal Customer,35,Business travel,Business,911,3,3,3,3,5,5,5,5,5,5,5,4,5,4,0,0.0
92700,neutral or dissatisfied,Female,Loyal Customer,19,Personal Travel,Eco,1429,4,4,4,1,1,4,1,1,3,3,5,3,4,1,37,22.0
10210,satisfied,Male,Loyal Customer,34,Business travel,Business,5280,1,1,1,1,4,4,4,5,2,5,5,4,3,4,144,135.0
88991,neutral or dissatisfied,Female,Loyal Customer,40,Personal Travel,Eco,2939,3,5,3,4,4,3,4,4,5,5,3,2,4,4,4,0.0
127351,neutral or dissatisfied,Male,Loyal Customer,80,Business travel,Business,2427,4,3,5,3,4,4,4,2,2,1,4,1,2,2,0,15.0
104423,neutral or dissatisfied,Male,Loyal Customer,33,Business travel,Business,2999,2,3,3,3,2,2,2,2,1,2,4,3,4,2,3,19.0
95520,neutral or dissatisfied,Female,disloyal Customer,18,Business travel,Eco Plus,1555,1,2,1,3,2,1,2,2,2,2,4,4,3,2,0,0.0
68840,neutral or dissatisfied,Male,Loyal Customer,29,Business travel,Business,4739,4,5,5,5,4,4,4,4,4,3,4,3,4,4,0,0.0
94297,satisfied,Male,Loyal Customer,47,Business travel,Business,1663,1,1,4,1,4,5,5,4,4,4,4,4,4,4,6,11.0
79768,satisfied,Female,Loyal Customer,31,Business travel,Business,2330,2,5,2,2,5,5,5,5,3,3,4,4,4,5,0,13.0
113313,neutral or dissatisfied,Male,Loyal Customer,34,Business travel,Business,535,4,1,1,1,5,3,4,4,4,4,4,1,4,4,12,14.0
95161,neutral or dissatisfied,Female,Loyal Customer,61,Personal Travel,Eco,289,3,5,3,4,3,5,5,5,5,3,5,5,5,4,27,26.0
78410,neutral or dissatisfied,Female,Loyal Customer,20,Business travel,Business,4840,3,1,1,1,3,3,3,3,4,1,4,1,4,3,2,7.0
124209,satisfied,Male,disloyal Customer,25,Business travel,Eco,3039,5,5,5,2,5,5,5,5,3,4,2,5,1,5,3,0.0
102766,neutral or dissatisfied,Female,disloyal Customer,10,Business travel,Eco,2959,3,3,3,3,2,3,2,2,2,1,1,1,2,2,33,18.0
94234,neutral or dissatisfied,Male,disloyal Customer,37,Business travel,Business,1573,2,2,2,5,3,2,3,3,3,3,5,4,4,3,63,57.0
18345,satisfied,Female,Loyal Customer,34,Personal Travel,Eco,2025,4,5,5,5,1,1,5,4,4,4,4,5,4,4,10,0.0
122600,satisfied,Male,Loyal Customer,25,Business travel,Business,3106,5,5,5,5,3,3,3,3,5,5,5,3,4,3,0,0.0
86089,neutral or dissatisfied,Male,disloyal Customer,23,Business travel,Eco,1924,3,2,3,3,3,3,3,3,3,5,2,4,2,3,28,18.0
18541,satisfied,Male,Loyal Customer,54,Business travel,Business,1998,4,4,4,4,5,4,3,5,5,5,3,4,5,5,0,0.0
38627,satisfied,Female,Loyal Customer,30,Business travel,Business,4470,5,5,5,5,3,3,3,3,1,3,3,1,5,3,15,0.0
61553,neutral or dissatisfied,Male,Loyal Customer,66,Business travel,Eco Plus,3310,2,2,2,2,2,2,2,2,3,4,4,2,4,2,9,4.0
8204,neutral or dissatisfied,Male,Loyal Customer,48,Business travel,Eco,1230,3,3,3,3,2,3,2,2,1,5,4,4,3,2,0,6.0
100421,satisfied,Female,Loyal Customer,50,Personal Travel,Eco Plus,1054,2,2,2,2,2,4,4,5,5,5,5,3,5,3,55,100.0
64812,neutral or dissatisfied,Female,Loyal Customer,72,Business travel,Business,2225,1,1,1,1,2,3,3,1,1,1,1,2,1,1,34,35.0
5898,satisfied,Female,Loyal Customer,52,Business travel,Business,2547,1,1,2,1,5,5,4,5,5,5,4,3,5,5,4,0.0
98648,satisfied,Male,disloyal Customer,27,Business travel,Eco,2487,5,5,5,3,2,5,2,2,4,1,3,5,3,2,0,0.0
60535,neutral or dissatisfied,Female,Loyal Customer,47,Personal Travel,Eco,882,4,3,4,4,1,4,3,4,4,4,3,1,4,1,15,8.0
119169,neutral or dissatisfied,Female,Loyal Customer,38,Business travel,Business,2091,4,5,4,5,3,3,3,4,4,4,4,1,4,4,0,21.0
8315,neutral or dissatisfied,Female,Loyal Customer,37,Business travel,Eco Plus,1793,2,4,4,4,2,2,2,2,4,4,3,2,3,2,0,0.0
317,satisfied,Female,disloyal Customer,25,Business travel,Business,2322,5,5,5,3,5,5,5,5,3,3,5,4,5,5,0,0.0
8183,neutral or dissatisfied,Male,Loyal Customer,36,Business travel,Eco,2143,3,1,1,1,3,3,3,3,2,3,3,3,3,3,0,0.0
45708,satisfied,Female,Loyal Customer,46,Business travel,Eco,1055,5,2,2,2,5,3,1,5,5,5,5,4,5,5,17,0.0
36379,satisfied,Female,Loyal Customer,51,Business travel,Eco,236,3,3,3,3,4,4,5,3,3,3,3,2,3,1,0,0.0
12667,satisfied,Male,Loyal Customer,34,Business travel,Business,3816,4,4,4,4,1,3,3,4,4,4,4,3,4,5,46,41.0
129429,neutral or dissatisfied,Female,disloyal Customer,46,Business travel,Eco,2064,1,4,1,3,2,1,2,2,1,4,4,4,4,2,0,0.0
54509,neutral or dissatisfied,Male,disloyal Customer,15,Business travel,Eco,1909,2,2,2,3,2,2,1,2,3,5,3,3,4,2,0,0.0
76501,satisfied,Female,Loyal Customer,44,Business travel,Business,485,4,4,4,4,5,4,5,3,3,3,3,5,3,3,0,0.0
9651,satisfied,Male,Loyal Customer,60,Business travel,Business,1582,1,1,1,1,5,4,5,4,4,4,4,5,4,5,0,0.0
36057,neutral or dissatisfied,Female,Loyal Customer,61,Business travel,Business,457,3,5,5,5,4,2,3,3,3,3,3,1,3,4,20,33.0
69917,neutral or dissatisfied,Male,Loyal Customer,16,Personal Travel,Eco,2977,2,3,2,1,4,2,4,4,5,1,5,1,3,4,0,0.0
76603,neutral or dissatisfied,Male,Loyal Customer,51,Business travel,Business,3025,1,5,5,5,4,4,3,1,1,1,1,1,1,4,7,8.0
114398,satisfied,Female,Loyal Customer,30,Business travel,Business,2039,1,1,1,1,5,5,5,5,3,4,4,3,5,5,21,17.0
126171,neutral or dissatisfied,Female,disloyal Customer,22,Business travel,Eco,1852,2,0,2,1,4,2,4,4,3,2,5,5,4,4,0,0.0
45038,satisfied,Male,Loyal Customer,33,Business travel,Eco Plus,2523,0,0,0,5,4,0,4,4,3,3,2,3,4,4,0,0.0
15358,neutral or dissatisfied,Male,disloyal Customer,33,Business travel,Eco,2270,3,0,3,3,2,3,5,2,4,4,1,3,4,2,0,0.0
10165,satisfied,Male,disloyal Customer,37,Business travel,Business,1793,5,5,5,5,4,5,4,4,4,2,4,5,5,4,0,0.0
55561,satisfied,Male,Loyal Customer,57,Business travel,Business,1987,2,2,2,2,4,5,4,4,4,4,4,5,4,5,0,0.0
92171,satisfied,Male,Loyal Customer,44,Business travel,Business,2026,5,5,5,5,4,4,5,4,4,4,4,4,4,3,13,24.0
90506,satisfied,Male,Loyal Customer,40,Business travel,Business,2607,5,5,5,5,2,4,5,4,4,4,4,4,4,5,0,0.0
30268,neutral or dissatisfied,Female,disloyal Customer,24,Business travel,Eco,2645,2,2,2,4,5,2,5,5,1,3,4,4,3,5,0,11.0
9341,satisfied,Female,Loyal Customer,39,Business travel,Business,2166,2,2,2,2,5,5,4,5,5,5,5,3,5,3,83,78.0
33227,neutral or dissatisfied,Female,disloyal Customer,50,Business travel,Eco Plus,1598,3,3,3,4,2,3,2,2,2,3,2,5,5,2,0,0.0
66320,neutral or dissatisfied,Male,Loyal Customer,58,Personal Travel,Eco,2114,1,5,1,3,2,1,4,2,4,2,5,3,4,2,0,0.0
92585,satisfied,Female,Loyal Customer,56,Business travel,Business,2246,3,3,2,3,5,5,4,4,4,4,4,3,4,5,3,0.0
87410,neutral or dissatisfied,Male,Loyal Customer,27,Personal Travel,Eco,1705,1,3,1,2,5,1,5,5,3,3,3,1,2,5,0,0.0
19625,satisfied,Female,Loyal Customer,31,Personal Travel,Business,2151,4,4,4,4,5,5,4,5,5,5,5,5,5,3,0,0.0
24917,neutral or dissatisfied,Male,disloyal Customer,27,Business travel,Eco,2578,2,1,1,3,3,1,3,3,1,2,4,1,3,3,1,0.0
46686,satisfied,Male,Loyal Customer,20,Personal Travel,Eco,819,4,2,4,3,1,4,1,1,1,2,4,4,4,1,53,55.0
70270,satisfied,Male,Loyal Customer,30,Business travel,Business,2615,2,2,2,2,3,4,3,3,4,2,5,5,5,3,0,0.0
122273,neutral or dissatisfied,Male,Loyal Customer,32,Personal Travel,Eco,1714,2,5,2,4,3,2,3,3,1,1,3,1,1,3,0,0.0
8563,neutral or dissatisfied,Female,Loyal Customer,58,Business travel,Business,113,2,1,1,1,3,3,3,1,1,1,2,1,1,2,0,0.0
7638,satisfied,Female,Loyal Customer,47,Business travel,Business,647,5,5,5,5,2,4,4,5,5,5,5,5,5,4,0,0.0
92404,neutral or dissatisfied,Male,disloyal Customer,35,Business travel,Business,2665,2,2,2,1,1,2,1,1,4,5,3,4,4,1,0,9.0
75832,satisfied,Male,Loyal Customer,56,Business travel,Business,1460,2,2,2,2,5,4,4,3,3,3,3,5,3,5,115,100.0
33918,satisfied,Female,Loyal Customer,62,Personal Travel,Eco,637,4,5,5,5,1,1,4,3,3,4,3,3,3,2,0,3.0
107183,satisfied,Female,disloyal Customer,26,Business travel,Business,1081,4,5,4,5,2,4,2,2,4,3,5,3,4,2,0,0.0
48063,neutral or dissatisfied,Female,disloyal Customer,25,Business travel,Business,1986,2,0,2,2,2,2,2,2,3,5,4,4,5,2,0,0.0
17596,neutral or dissatisfied,Male,Loyal Customer,67,Business travel,Eco,1539,2,5,5,5,2,2,2,2,3,1,2,4,3,2,42,17.0
6427,satisfied,Female,Loyal Customer,63,Personal Travel,Eco,323,2,2,2,2,2,4,5,5,5,4,5,4,5,4,0,0.0
78310,neutral or dissatisfied,Female,Loyal Customer,33,Business travel,Eco Plus,2291,1,5,4,4,1,2,1,1,3,1,3,3,4,1,0,0.0
24485,neutral or dissatisfied,Female,disloyal Customer,29,Business travel,Eco,1613,3,3,3,3,1,3,1,1,4,4,4,2,3,1,5,11.0
101284,neutral or dissatisfied,Male,Loyal Customer,53,Business travel,Business,2264,2,1,1,1,2,2,2,4,5,4,4,2,3,2,200,199.0
102404,satisfied,Female,Loyal Customer,34,Personal Travel,Eco,1268,4,1,4,3,3,4,3,3,1,4,3,2,2,3,0,0.0
33252,neutral or dissatisfied,Male,disloyal Customer,37,Business travel,Eco Plus,1171,3,3,3,3,2,3,2,2,2,1,4,2,3,2,0,0.0
74638,neutral or dissatisfied,Male,disloyal Customer,36,Business travel,Eco,1728,1,1,1,4,5,1,5,5,4,1,5,1,5,5,0,0.0
85792,neutral or dissatisfied,Female,disloyal Customer,22,Business travel,Eco,2074,3,0,3,5,2,3,2,2,4,5,4,5,4,2,1,0.0
32155,satisfied,Male,Loyal Customer,36,Business travel,Business,2725,5,5,5,5,2,5,5,4,4,4,5,3,4,3,0,0.0
11889,satisfied,Male,Loyal Customer,48,Business travel,Business,3045,4,4,4,4,4,4,5,4,4,4,4,3,4,3,0,0.0
70809,neutral or dissatisfied,Female,Loyal Customer,40,Business travel,Eco,1959,2,2,1,2,2,2,2,2,4,2,3,3,3,2,0,0.0
129662,neutral or dissatisfied,Female,disloyal Customer,27,Business travel,Business,2055,2,2,2,1,4,2,4,4,5,2,4,3,5,4,0,4.0
124571,satisfied,Male,Loyal Customer,60,Business travel,Business,3223,4,4,4,4,3,4,5,4,4,4,4,4,4,3,0,0.0
33293,satisfied,Female,Loyal Customer,30,Personal Travel,Eco Plus,1158,4,3,4,4,2,5,4,5,5,5,4,3,5,4,5,10.0
63322,neutral or dissatisfied,Male,Loyal Customer,75,Business travel,Business,3125,3,1,5,1,2,3,4,3,3,3,3,4,3,4,0,0.0
80666,neutral or dissatisfied,Male,Loyal Customer,20,Business travel,Eco,1623,2,4,4,4,2,2,1,2,3,2,4,4,3,2,0,0.0
129098,satisfied,Male,Loyal Customer,49,Business travel,Business,2102,4,4,4,4,5,1,4,5,5,4,5,2,5,4,23,4.0
34420,neutral or dissatisfied,Female,disloyal Customer,22,Business travel,Eco,1525,1,1,1,4,3,1,3,3,1,5,3,1,3,3,41,38.0
34628,neutral or dissatisfied,Male,Loyal Customer,9,Personal Travel,Business,1969,1,5,1,5,3,1,3,3,3,2,2,1,2,3,117,119.0
123941,neutral or dissatisfied,Male,Loyal Customer,65,Personal Travel,Eco,1809,4,4,5,3,2,5,5,2,3,3,4,3,5,2,4,12.0
24523,satisfied,Male,Loyal Customer,32,Business travel,Business,2865,1,1,1,1,5,5,5,5,5,2,2,1,5,5,11,23.0
111459,satisfied,Female,Loyal Customer,41,Personal Travel,Eco,1962,5,3,3,3,5,5,5,5,4,5,5,2,1,5,18,21.0
6182,satisfied,Female,Loyal Customer,49,Personal Travel,Eco,441,3,5,3,3,4,4,4,5,5,5,5,3,5,4,0,15.0
91246,satisfied,Female,Loyal Customer,46,Personal Travel,Eco,583,3,3,3,3,5,4,4,4,4,4,4,5,4,5,2,1.0
68443,neutral or dissatisfied,Female,Loyal Customer,39,Business travel,Business,2900,3,1,1,1,4,4,3,3,3,3,3,3,3,3,9,15.0
123628,satisfied,Male,Loyal Customer,60,Business travel,Business,242,4,3,4,4,5,5,4,4,4,4,4,3,4,4,0,0.0
91120,neutral or dissatisfied,Male,Loyal Customer,25,Personal Travel,Eco,1575,3,4,3,2,1,3,1,1,3,5,4,5,4,1,10,5.0
81413,satisfied,Female,Loyal Customer,40,Business travel,Business,452,4,4,4,4,5,4,4,5,5,5,5,3,5,5,0,0.0
1368,neutral or dissatisfied,Female,Loyal Customer,68,Business travel,Business,2602,4,1,1,1,4,2,2,4,4,3,4,4,4,3,0,10.0
35082,satisfied,Female,Loyal Customer,55,Business travel,Business,1852,1,1,1,1,2,1,2,5,5,5,5,5,5,1,0,0.0
37779,neutral or dissatisfied,Male,disloyal Customer,31,Business travel,Business,2987,1,1,1,4,1,2,2,4,1,3,3,2,2,2,126,175.0
119554,neutral or dissatisfied,Male,Loyal Customer,18,Personal Travel,Eco,1769,2,4,2,1,2,2,2,2,3,2,4,4,4,2,72,78.0
107903,neutral or dissatisfied,Male,Loyal Customer,60,Business travel,Business,3151,2,1,1,1,3,4,3,2,2,3,2,1,2,4,81,93.0
90236,neutral or dissatisfied,Male,Loyal Customer,56,Personal Travel,Eco Plus,1801,2,2,2,4,3,2,3,3,1,4,3,1,3,3,0,0.0
118661,neutral or dissatisfied,Female,disloyal Customer,36,Business travel,Eco,1933,2,4,2,3,2,2,2,2,2,1,3,2,4,2,0,0.0
88368,neutral or dissatisfied,Female,disloyal Customer,27,Business travel,Eco,2386,1,2,1,2,2,1,2,2,1,3,2,3,3,2,0,0.0
43858,satisfied,Male,Loyal Customer,52,Business travel,Business,135,4,4,4,4,2,2,1,4,4,4,5,4,4,2,0,0.0
104080,satisfied,Male,Loyal Customer,32,Personal Travel,Eco,1457,4,4,4,3,4,4,4,4,5,4,5,4,5,4,0,0.0
104076,neutral or dissatisfied,Male,Loyal Customer,22,Personal Travel,Eco,2078,1,2,1,4,2,1,3,2,3,2,3,1,4,2,0,0.0
69699,satisfied,Male,Loyal Customer,39,Business travel,Business,3206,5,5,5,5,4,4,4,4,3,4,4,4,3,4,338,334.0
44650,satisfied,Male,Loyal Customer,31,Business travel,Eco,1254,0,0,0,3,4,0,1,4,3,3,5,5,2,4,45,42.0
30127,neutral or dissatisfied,Female,Loyal Customer,48,Personal Travel,Eco,218,4,2,4,4,4,4,3,4,4,4,3,1,4,3,0,0.0
64134,satisfied,Male,Loyal Customer,46,Business travel,Business,2600,1,5,1,1,4,5,5,4,4,4,4,3,4,5,0,0.0
129620,satisfied,Female,Loyal Customer,26,Business travel,Business,3103,2,2,1,2,5,5,5,5,5,4,4,5,4,5,0,0.0
52322,neutral or dissatisfied,Male,Loyal Customer,49,Business travel,Business,385,5,4,4,4,1,3,3,5,5,4,5,2,5,4,10,13.0
65822,satisfied,Male,Loyal Customer,29,Business travel,Business,2850,2,2,2,2,4,4,4,4,3,2,4,4,4,4,0,0.0
57568,neutral or dissatisfied,Female,Loyal Customer,45,Business travel,Eco,1614,4,3,3,3,2,4,4,4,4,4,4,2,4,4,4,21.0
3253,satisfied,Female,Loyal Customer,39,Business travel,Business,489,4,4,4,4,2,5,5,3,3,4,3,5,3,4,0,0.0
3010,neutral or dissatisfied,Male,Loyal Customer,54,Business travel,Business,1021,1,3,3,3,4,2,2,1,1,1,1,2,1,3,0,0.0
29845,satisfied,Female,Loyal Customer,35,Business travel,Business,262,0,0,0,2,5,3,2,2,2,2,2,5,2,4,44,58.0
67351,satisfied,Female,Loyal Customer,38,Personal Travel,Eco,2959,2,2,3,2,5,5,4,5,5,5,5,5,5,4,0,0.0
97425,satisfied,Female,Loyal Customer,43,Personal Travel,Eco,636,4,4,3,3,2,4,5,4,4,3,4,4,4,5,2,0.0
17372,neutral or dissatisfied,Female,disloyal Customer,38,Business travel,Eco,1581,3,3,2,1,1,2,1,1,3,1,2,3,4,1,17,21.0
66696,satisfied,Female,Loyal Customer,59,Business travel,Business,841,3,3,3,3,5,4,4,5,5,5,5,5,5,4,0,0.0
43962,satisfied,Female,Loyal Customer,39,Business travel,Business,3143,4,4,4,4,2,2,3,4,4,4,4,1,4,1,0,13.0
126270,neutral or dissatisfied,Female,Loyal Customer,36,Business travel,Eco,1210,2,2,2,2,2,2,2,2,1,2,3,3,3,2,0,0.0
121661,satisfied,Male,Loyal Customer,56,Business travel,Business,4012,0,0,0,1,4,5,4,2,2,2,2,3,2,4,0,0.0
62083,satisfied,Male,Loyal Customer,39,Business travel,Business,2523,2,2,2,2,4,5,4,5,5,5,5,3,5,4,107,89.0
95939,satisfied,Female,Loyal Customer,44,Personal Travel,Eco Plus,1419,5,5,5,5,3,4,5,4,4,4,4,3,4,4,6,0.0
106315,neutral or dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco,2322,3,3,3,5,3,3,3,3,5,5,1,1,1,3,25,7.0
58705,satisfied,Male,Loyal Customer,52,Business travel,Business,5984,2,2,2,2,4,4,4,5,2,5,4,4,3,4,52,46.0
47944,satisfied,Female,Loyal Customer,64,Personal Travel,Eco,856,3,3,3,3,5,3,5,4,4,4,4,2,4,4,0,0.0
41314,neutral or dissatisfied,Female,disloyal Customer,26,Business travel,Eco,2610,3,3,3,4,4,3,2,4,4,1,4,4,4,4,0,25.0
68578,neutral or dissatisfied,Male,Loyal Customer,63,Business travel,Eco,2136,3,4,4,4,3,3,3,3,3,3,4,1,4,3,0,0.0
93802,neutral or dissatisfied,Male,Loyal Customer,36,Personal Travel,Eco,2512,2,4,2,4,1,2,1,1,5,4,5,5,5,1,0,0.0
10700,satisfied,Male,Loyal Customer,49,Business travel,Business,256,3,3,3,3,2,5,5,5,5,5,5,3,5,3,0,0.0
63222,neutral or dissatisfied,Female,Loyal Customer,37,Business travel,Eco,1395,5,3,3,3,5,4,5,5,4,4,3,1,3,5,0,0.0
12288,satisfied,Female,Loyal Customer,59,Business travel,Business,1894,3,3,3,3,3,5,1,5,5,5,3,5,5,1,0,0.0
110165,neutral or dissatisfied,Male,Loyal Customer,36,Personal Travel,Eco,2216,3,5,3,4,2,3,1,2,4,3,5,3,4,2,14,0.0
126360,neutral or dissatisfied,Male,Loyal Customer,8,Personal Travel,Eco,1772,3,1,3,2,4,3,4,4,2,5,2,2,3,4,0,0.0
101278,satisfied,Male,Loyal Customer,54,Business travel,Business,462,1,1,1,1,5,4,4,3,3,4,3,3,3,3,0,0.0
2060,satisfied,Male,Loyal Customer,43,Business travel,Business,841,1,1,1,1,3,5,5,4,4,4,4,3,4,5,0,0.0
76804,neutral or dissatisfied,Male,Loyal Customer,22,Personal Travel,Eco,1767,2,4,2,2,2,2,2,2,5,2,5,3,4,2,0,10.0
60588,satisfied,Female,Loyal Customer,12,Personal Travel,Eco,2574,5,4,5,3,5,5,5,5,3,5,5,5,4,5,0,12.0
74095,satisfied,Male,Loyal Customer,60,Business travel,Business,650,2,2,2,2,4,4,4,4,4,4,4,3,4,5,0,0.0
